,tweet,hashtags,ref_user,urls,label
427,blacks blancs rebeus,,,,1.0
428,adore insérer bla bla gauchiste ça a fait rire comme déprime aujourd hui,,user,,0.0
429,ca malade ri esti coup commentaire mongol lol,,user user,,0.0
430,mur anti migrants sahara idée renversante trump point,,url,,1.0
431,migrants finlandais aveugle,,url,,1.0
432,tweet type bobo gauchiste donneur lecons vivant us,priceless,url,,1.0
433,gneugneugneu qatar pognon arabes barbus enturbanés qsg terroristes change disque,,user user user user,,1.0
434,renois sous 40degres porte kaway normal,,,,1.0
435,ah ouais jsavais vecu ça jte dit arrêter jeu sale mongol plus gow air archi fraiche,,user,,1.0
436,coup attarde celui émet jugement celui juge sans avoir vu,,user,,1.0
437,déguisement chien mongol,,url,,0.0
438,bizarre a rebeus chrétiens aussi,,url,,1.0
439,nagui pro charia peut empecher placer touche islamo gauchiste pro migrants zappe direct cette em,,url,,1.0
440,sachant toute symbolique antisémite complotiste présente,,user,,0.0
441,wallah frere a renois ici si disent mal arabes dorment archi mal hamdoulla,,user url,,1.0
442,dit mongolien mongol tête noeud,,user,,0.0
443,quel attardé,,user user,,0.0
444,noirs rebeus veut tous éradiq,,url,,1.0
445,ptn marre rebeus,,user,,1.0
446,merde reconnus pygmé cet violence gratuite spontané bien,,user,,0.0
447,zalut aime juif pourquoi voyon sale raciste,,user,,1.0
448,insignifiance mérite attarde,,user,,0.0
449,plutot collabos gauchiste tourne yeux leurs pauvres congeneres causes mi,,url,,1.0
450,ça fait plaisir voir ça agit vite bien envers genre gros mongol,,url,,1.0
451,renois mettent lunettes soleil h46788 compris moches,,,,1.0
452,ouganda envisage accueillir migrants africains situation irrégulière israël,,url,,1.0
453,vraiment voix mongol ça fume,,url,,1.0
454,sans oublier asiatiques tous modèle chinois coréen japonais mongol,,user url,,1.0
455,tripper mongol,,,,1.0
456,bah renois,,user,,1.0
457,bobo attardé justement ceux disent bigflo oli meilleur ra,,user user user url,,0.0
458,waves renois phobie ça angoisse,,,,1.0
459,africain vais plié,,url,,1.0
460,genève hein crois aussi debile ici pauvre attardé va falloir aller ramasser,,url,,1.0
461,oh parcontre detend pauvre mongol geuler comme hysterique quand content arbitrage,,user,,0.0
462,cet attardé,,user,,1.0
463,contre ca aime envoie inde faire avorter frère avortement ausis haram peu,,url,,1.0
464,oh sens autant démunie colères cris violence refus grandir tellement poin,,user url,,0.0
465,jv arracher yeux orbites parles trop mal sale arabe,,user,,1.0
466,insulte appelle cela insulte sale blanc sale arabe sale noir,,user user url,,1.0
467,daniel cohn ben sano judeo gauchiste anti clerical sodomite normal cont,,user user url,,0.0
468,pq elza parce dimitri mongol a appelé comme ça hier parce croyait prénom,,url,,0.0
469,objectif mettre rebeus mode japon réussi plutôt bien lol,,,,1.0
470,uber rebeus dieu protège faites tout ke client heure peux avoir retard,,url,,1.0
471,ça fait 5 ans cette fausse purin remplie sjw mal baiser bobo gauchiste ethno masochiste,,url,,1.0
472,quand plus violence sociale perte,,url,,1.0
473,ecoute obtenu titre très prisé bobo islamo gauchiste donc bon,,user user user,,0.0
474,javai envi dle frapper mek vrmnt 1 mongol,,,,1.0
475,france noirs arabes interdits,,,,1.0
476,ideologie gauchiste provoque troubles graves mur cons ecrits joffrin peut plus,,user user,,0.0
477,pck gros mongol veu juste dire connait wire,,url,,0.0
478,stop rebeus training foot queue cheval teinture où venez bordel,,,,1.0
479,propose informations avortement médicamenteux type molécules dosage utiliser pro,,url,,1.0
480,renois aussi finis,,,,1.0
481,gauchiste 100 raison inadmissible poissons besoin plus,,user url,,1.0
482,putain lis enfin arabe futur riad sattouf comprends pk tous blancs autour vénèrent b,,url,,1.0
483,sais quoi parle mongol,,user,,0.0
484,espece retrouve nature sans,,user user user user url,,0.0
485,ftg plus beau rebeus meme arpuf taille,,user user,,1.0
486,si tuerie émite frappe aujourd hui oublions cette idéol,complotiste antis pittsburgh usa,url,,1.0
487,aussi gros connard ultra gauchiste,,user user,,0.0
488,ferme grande gueule deuxième fois si voulais parler sale arabe copine fallait mentionner,,user,,1.0
489,meme temps 1 h cours arabe appris wesh wallah nick mère pute sale franssé mo,,user url,,0.0
490,inventé langue arabe sale pute,,user,,1.0
491,appelle cela vague déferlantes 2 migrants clandestins,,user,,1.0
492,a plus détestée vs mondel islam religion terroris,,user user user user url,,1.0
493,renois font gars cité courent comme mbappé dés chien connait,cesoirtribunal,,,1.0
494,plus article inrocks pue tant suinte subjectivité gauchiste mauvaise foi,,user url,,0.0
495,oui autant plus zemour fois origine juive arabe type renie famille,,user url,,1.0
496,rt cette poule a insulte sale gauchiste,,user url,,1.0
497,pls plus matche majorité renois alors jamais cala perdon,,user url,,1.0
498,maires loire atlantique sollicités accueillir réfugiés,,url,,1.0
499,entends reellement gauchiste,,user,,0.0
500,vraiment sale arabe lacrim,,url,,1.0
501,faut arreter mlp gauchiste,,user,,0.0
502,violence peut être norme force nécessaire quand interventions requièr,,user url,,0.0
503,france jeudi prochain librairie résistances naufragés odyssée migrants africains etienne,,url,,1.0
504,jsuis grave mort rires renois là ça décrédibilise x10 vidéo,,user,,1.0
505,espèce sale arabe,,user,,1.0
506,pleure vraiment atteint grave maladie être autant attardé possible,,user,,0.0
507,é mongol,,user,,0.0
508,gens partagent mêmes valeurs veulent islamisation france ni invasion migrants,,url,,1.0
509,site complotiste anti israel con,,user user user,,0.0
510,mael rentre sujet sale juif,,user user user user,,1.0
511,tout fait faut être attardé être,,user user user user user url,,0.0
512,braquer proviseur imitant qqun faut déja être sacrément attardé,,user,,0.0
513,bref jamais trop tard tomber amoureux stade accepte tout monde surtout renois,,url,,1.0
514,cette association gauchiste devrait être dissoute,,user,,1.0
515,vraie histoire invasion islamisation berbères arabes faut rêver,,user user user,,1.0
516,perso pense worth cette société attardé,,user,,0.0
517,ah pprt vai tomar cu mongol,,url,,0.0
518,bobo citadin pleure parce 1 vache va finir steak assiettesil,,user user url,,0.0
519,rends compte soldats couche giflent tous pays arabes voisins respect,,user user user,,1.0
520,déjà mis mongol roulé,,user user,,0.0
521,pq fais sjw gauchiste poids lourds droite connards sous roues,,url,,0.0
522,cette vieille merde gauchiste parasite nul chi croit fait encore poids,,user,,1.0
523,plus enfants réfugiés diplômés plus développent,,,,1.0
524,fait point nregarde estns attarde virgulesnouvre parenthesesnle trema naeve ch,,url,,1.0
525,usa gauchiste frappe afro americain car soutient trump 10 ans carrière espèce attardé fais effort connu plus smart martin,,user,,1.0
526,belle brochette mongol,,user url,,1.0
527,retour balancier apres corruption incurie gauchiste nc comprehensible nla gauche a,,user url,,0.0
528,aaaargh pardon pardon encore reflexe gauchiste,,user,,1.0
529,relisez donné aucune raison valable justifie accueil migrants,,user url,,1.0
530,dança mongol,,user,,1.0
531,terminé aventure touchante mérite attarde final absolument sp,rime,url,,1.0
532,report sale juif,,user,,1.0
533,rt quand voit carnage maduro gauchiste prefere melenchon ude4c,,user url,,1.0
534,sale fou va mensonge si crois ca pur gauchiste,,user user user,,0.0
535,association vient aide migrants,,url,,1.0
536,baah mange viande fait chier steak frite rougaille boeuf,,user user user,,0.0
537,encore complot judeo maconnique lgbt gauchiste,grandremplacement,url,,1.0
538,waa abuse là vise renois rebeus prennent quelqu autre veulent habiller comme gars paris,,user,,1.0
539,gauchiste ba,,,,1.0
540,rt gauchiste libertaire catholique tres orthodoxe,,user user user user user,,1.0
541,éduquer mr comme tout bon gauchiste pseudo progressiste veut probablement dire ns lobo,,user user url,,0.0
542,peu trop violence goût,,user user,,0.0
543,mdr excuses prend train viens temps attarde minus 16,,user user url,,0.0
544,vidéo apparemment plus dire spontané ça voit peu mongol bande,,user,,1.0
545,france europe bonne partie monde arabe monde tout court considère h,,user user url,,1.0
546,tête âne a rien compris juifs tuer parce défendent veux,trump migrants trump,url,,1.0
547,explose rire etait parfait xd,,user,,0.0
548,si candidat mongol prend marianne james éric antoine va finir dos comme ça,lfauit,url,,1.0
549,rt entre usurpateur gauchiste caviar 20k mois frais 2 pourrits nl opposition gausse bonne entente,,user,,1.0
550,via,,url url,,1.0
551,si zemmour disait vérité terrorisme réclame islam pu finir phrase onpc couc,,url,,1.0
552,alors peut etre semi pd entierement con,,user user,,0.0
553,augmentation violences proportionnelle arrivée migrants africains illégaux france paris e,,user url,,1.0
554,mongol fière,,url,,1.0
555,ça fait bizarre être amphi devant arabes renois jettent boulettes lprof vrai,,,,1.0
556,lil xan vraiment énigme mec jamais vu tel mongol,,,,1.0
557,femme fait agresser insulter sale arabe confrontation personne gendarmerie flic,,url,,1.0
558,terrorisme crime atroce injustice agression rejet,,,,1.0
559,bobos vivreensememblistes va falloir arreter voter gauchiste pro migrants,,user,,1.0
560,tabarnak petit mongol,,,,1.0
561,nazis bien pensance gauchiste pire fleau actuel,,,,1.0
562,a twitter noirs font bruit allah dehors jamais vu noir dire sale arabe inverse hein,,,,1.0
563,putain quoi encore histoire merde vraiment marre personnes bande attardé vou,,url,,0.0
564,attentat ahvaz iran accuse séparatistes djihadistes soutenus pays arabes,,url,,1.0
565,ah moment compris état blanche étaie arabe sale arabe métisse petite buerr,,url,,1.0
566,crisse quelle argent va faire crisse mongol,,user user,,0.0
567,côté fait appologie terrorisme islamiste coupable cntaines mort,,user user url,,0.0
568,empire mongol ordre assassins,,user,,0.0
569,attends 2 minutes bloquee semi gay trouve plus quoi repondre,,user user,,0.0
570,mongol demais,,user,,0.0
571,dire 2 personnes origines afrique noire,cpaspareilleuxxxx,user user user user user,,1.0
572,gros jtai dit bouche chatte là jveux debattre attardé croit drôle suceur circule oublie,,user,,0.0
573,donc soutenez rappeur terroriste appelle tuer bébés blancs donc complice,,user url,,1.0
574,rt chaque jour devient plus plus attarde,,user user user,,1.0
575,cnew mecary culpabilise fois plus délinquance quand faute fait chier cette gauchiste,cnews,,,0.0
576,video gaza voilà medias appellent manifestations après pourquoi arabes envoient,,url,,1.0
577,génie aulas intégrer tous rebeus rhône alpes centre form,,,,1.0
578,dites ça sort pile poil maintenant parce pris position contre accueil migrants europe,,user,,1.0
579,unfollow mongol,,,,1.0
580,dieu bénisse cet homme position contre avortement,,user,,0.0
581,non comparaison entre deux fps mongol va,,user user user user,,0.0
582,flagrant délit militantisme gauchiste,,user user,,0.0
583,devant crous régler soucis bourse file attente renois rebeux plié,,,,1.0
584,bah jdonne avis dquelqu ps conflit justement tous renois vont dire qucest,,user url,,1.0
585,3 rebeus sang chaud mettent accélérations défenseurs,,user,,1.0
586,mdr rebeus entre parenthèses dernière fois aller coiffeur mec là bas a dir,,user url,,1.0
587,putain après faut étonner étrangers prennent putain attardé,,url,,1.0
588,camp réfugiés islamistes 200000 mois,ligue1conforama,,,1.0
589,ici plein delire raclure gauchiste super tare totalement tordu comprend rien rien,,user,,0.0
590,thread enrichissant pu épargner partie ouin ouin rebeus défend ête,,url,,1.0
591,resultat ideologie gauchistequi nom egalite chances veut g,,user user url,,0.0
592,quand 4ème 3 élèves insultaient sale juif profs voulu faire virer principale a,,url,,1.0
593,mbz tête emirats arabes unis moyens mubadala impressionnant fonds souverain pléthore,,url,,0.0
594,faute migrants,,,,1.0
595,normal attardé,,user,,0.0
596,comment soirée attardé mentaux hier soir,,url,,0.0
597,tellement contente smythe davis sortit mongol dorjsuren alors là aussi aidée pa,,url,,1.0
598,non dictature pensée non terrorisme intellectuel oui liberté expression conscience opinion,,user,,0.0
599,allez apprendre faire difference entre gauchiste comme lula melenchon f,,user user url,,0.0
600,rebeus brocantes possible,,,,1.0
601,vivent comme afrique,,,,1.0
602,comment peut être attardé point,,,,1.0
603,,sondage france migrants,,,1.0
604,batut mongol,,,,1.0
605,fais dire dis afrique appartient africain donc renois maghrébin malade,,user,,1.0
606,rt endoctrinement gauchiste fonctionne plein pot cliches pille leurs richesses,,user user,,1.0
607,gros mongol demande si station essence côté chez ouverte répond pourquoi,,user url,,0.0
608,normal jamais abri gauchiste dégénéré,,,,1.0
609,coup juste ridicule parce prend tous attardé,,user user user,,0.0
610,rt 77passe dire bjr cousinson ami gauchiste fait conakry 1958memel foteh disaitpr relativi,,user,,1.0
611,renois abusez tomber milieu piste bowling,,,,1.0
612,voici fait macron moment applique plan diabolique islamisation france réveillez mer,,url,,1.0
613,attarde dtails risques rater devant,,,,0.0
614,sale féministe jui déçu,,user,,0.0
615,sans doute direz peu fleur bleue post soixante huitard attardé goutte eau q,,url,,1.0
616,renois dernière balmon,,user,,1.0
617,cette purge vraiment grand importe quoi chaud être aussi attardé honte,,,,0.0
618,eh ben mongol comme mal barré,,user,,1.0
619,oui tout faux surtout quand écris mongol expliquant satire politique française,,user user,,0.0
620,permis effet reconnaissance droit droit,avortement,user user user url,,0.0
621,dirait boîte quand essaye suivre renois,,url,,1.0
622,sale arabe connor père dirait vais lyncher curious cat comme brave,,user,,1.0
623,ecoute sale fils pute parles bien déjà espèce attardé mental jai agi ça,,user user url,,0.0
624,ptn lives mauvaise aigrie condescendante phacochere acquiesce comme mongol,mavachou,,,0.0
625,ah oui comprends tt fait inverse pcq rebeus extase trop heureuse,,user url,,1.0
626,hein quoi cette trad mongol,,user,,0.0
627,nan renois rebeu rebeu renoi bon del,,user,,1.0
628,faire comparatif entre amp majorité économique,shoah juifs invasion migrants,url,,1.0
