,tweet,hashtags,ref_user,urls,label
13657,obtenez être,,,,0.0
9773,ooh plus disciples,,,,0.0
1880,parle sale attardé,,user user user,,0.0
3317,professionalisme pauvre gauchiste merde lieu informer passe temps desinformer,,user user,,0.0
4412,parceux désolé quiconque essaie envoyer email plus tôt aujourd hui boîte réception pleine devrait maintenant être vide,,,,0.0
600,rebeus brocantes possible,,,,1.0
11599,manger crème glacée beau premier jour soleil donne plus détails,,,,0.0
13390,réveillé hopin grand frère gots temps 4 2day juste peu moins yay katelyn pourrait venir tenir,,,,0.0
8807,joyeux anniversaire aimer image avatar foxy plans fête sérieux grand jour,,,,0.0
3300,quel gros mongol autre dimitri thauvin putain,,user user,,0.0
7426,varujan pambuccian rocking da house sécurité information conférence web 2 0 era,,,,0.0
2678,nskslzlzozozozozpeorp brui tah film star wars mongol enjail dessus jss explosé comment ca pu mè,,url,,1.0
12402,pensez juste jour plus proche vendredi sais ça suce toujours parfois astuces travaux lol,,,,0.0
823,rt diarrhee gauchiste pls,bolsonaro,user url,,1.0
515,vraie histoire invasion islamisation berbères arabes faut rêver,,user user user,,1.0
10463,si fatigué aujourd hui voulais coucher lit plein garçons juste avoir câlins si bons probablement encore mieux,,,,0.0
6228,haha maintenant celui connais,,,,0.0
12199,viens rejoindre twitter,,,,0.0
1291,attardé mehdi,,user,,0.0
7025,coucou miss,,,,0.0
12865,oui si ordinateur portable bureau peux faire onglets plupart tweets cours exécution iphone donc plus facile cette façon,,,,0.0
11918,5 07 am coin lit étude géniale claus amp bobbie 2getha bananes bon maintenant dors essayez moins possible love live life,,,,0.0
2833,mongol allait faire réflexion,,user,,1.0
1847,blanc toute vie traîné renois si,,user user user url,,1.0
10291,aw femmes mortes adorables,,,,0.0
5637,pot jif cuillère tout dont besoin,,,,0.0
232,châtelet gare nord croise renois tysmés survêt teinture blonde flm,,,,1.0
1579,oui vrai lt 3,,user,,0.0
10809,espère tous bon jour,,,,0.0
6568,recette végétarienne excellente expérience,,,,0.0
5780,nooooooooo aussi cool homme fer femmes beaucoup mieux autre part homme fer fait bruit réagit,,,,0.0
1706,plus beau cadeau inattendu 00h10 président attarde likes,4novembre2018 tl,user url,,1.0
10324,hey désolé parlé tout seul,,,,0.0
733,vie interesse sale bouffone retourne glorifiez systheme bouffe,,user user url,,0.0
12591,commence travailler fureur aujourd hui trés exité,,,,0.0
12313,whoo plus informations sujet,,,,0.0
12766,plus dort géniaux gars,,,,0.0
7941,36 degrés printemps géorgie content avoir plané week end dernier,,,,0.0
8885,hmm grossier cette personne devrait être enlevée vais bien oui plaît plaît plaît oui,,,,0.0
2501,peu gauchiste aime bien tweets retweets sais quoi répondre,,url,,1.0
6164,toujours là bas toujours toujours là où toujours dehors fenêtre,,,,0.0
6395,bonne journée aujourd hui extérieur totalement préparé tôt soleil brillant salsa soir o écoute près,,,,0.0
9928,hahaha immonde immondice,,,,0.0
13730,bonne nuit tout monde 21h44 corée,,,,0.0
603,,sondage france migrants,,,1.0
1721,kiff rebeus askiparaaait,,url,,1.0
5764,couché lit beaucoup espoir ça va être bien dieu bon,,,,0.0
1645,collectif accuse forces ordre user violence envers migrants an dernier collectif dén,,url,,1.0
7252,fais,,,,0.0
3840,mdrrrr plus chance attarde nico robin,,user,,0.0
4565,maison hmmm combien fait climat 85 degrés,,,,0.0
11227,boredddddddddddddd attend,,,,0.0
11111,eh bien impressionnant fois point 25 point 26,,,,0.0
7321,nom alimentaire,,,,0.0
11927,haha tout sais twitter comment tweeter flux cage pourquoi besoin quot delete quot fonctionnalité tweet avant pense,,,,0.0
6795,merci examinerai,,,,0.0
2493,insupportables rebeus pr ca,,url,,1.0
8659,merci aide rendu compte maintenant besoin cela fonctionne,,,,0.0
11622,rappelez promotions vendredi 50 réduction toute session intuitive réservée derniers amis vendredi twitter,,,,0.0
3363,var var pourquoi strootman fait ça quel mongol,,,,0.0
12115,aimez ordinateurs,,,,0.0
10393,lecture formidable oui aimerais bien rencontrer aussi obtenu lien envoyé,,,,0.0
13935,zut roches vidéo comme vieilles vidéos eminem luv the lisa ann cameo kim kardashian booty amp quand embrasse amy lol,,,,0.0
2876,rappel année dernièretrump suggéré juifs pourraient commettre crimes haine antisémites e,,url,,1.0
4781,manque neveu filleul reviens monsieur malachi,,,,0.0
5104,incroyable,,,,0.0
3909,quand accusez bts harcèlement xuellec grave quand ramène,,user user user url,,0.0
8082,créant rapport vérification santé tous points rouges cela peut être bon,,,,0.0
12955,bien alors bonjour mich aime xoxo,,,,0.0
11379,accompli pourtant nerveux x,,,,0.0
1517,depuis plus p5 soirées rebeus manquent,,,,1.0
9742,bonjour peut être encore fidèle aime cet atm,,,,0.0
12888,bonjour tout monde viens juste constater fille a fait roulement honneur si fier,,,,0.0
5378,dois dire rentrer maison avoir boîte briller,,,,0.0
12405,crée compte twitter,,,,0.0
13157,damn cette merde orthographe,,,,0.0
13010,passé après midi steed toujours bon 2 garde jardin ordonné lady garden lol,,,,0.0
9868,viens avoir iphone va transférer fournisseur 10 jours donc amusant jusqu moment là,,,,0.0
8412,thx,,,,0.0
1842,ultra conservateurs tout gauche républicains gauchiste,,,,0.0
13595,aime toutes personnes adorables travail,,,,0.0
12971,allait prendre café distrait utilisant appzapper,,,,0.0
7049,inspiration nouveau style vlog,,,,0.0
3264,attardé,,user user url,,0.0
221,couillon gauchiste vrai cretin genre casse,,user user,,0.0
12619,ah honneur être harcelé rire si rien autre bon ego fais là,,,,0.0
9356,oui oui oui dernier jour école demain oh besoin faire quelque chose jeudi alors si appelez myspace hahahh,,,,0.0
12068,avoir chercher chemise manches longues étrange,,,,0.0
3511,quelle manoeuvre bon imaginais ça peu plus violence lol ça va soft,,user,,0.0
12367,hey déteste collège rejoignez révolte,,,,0.0
437,déguisement chien mongol,,url,,0.0
393,meuf 30 ans vient lâcher unsale arabe merdeà mec parce roulait trop vite vélo,,url,,1.0
9799,colline arbre,,,,0.0
6827,aww dépasse savez aime,,,,0.0
12568,paris viens couper cheveux délicieux déjeuner crêpe examen bien passé sens bien bientôt,,,,0.0
2955,vrai gauchiste,,url,,1.0
6016,train apprendre apprendre langue signes base vacances liste complète choses faire o 0,,,,0.0
12988,pense vais prendre tête lit maintenant tweet plus tard,,,,0.0
10846,matin allé lit bonne humeur pense rencontré match,,,,0.0
12097,non enverrai tous ceux demandent voulez copie,,,,0.0
3465,fait tant agent securite loi interdit palper personne meme sexe,,user url,,0.0
7978,dépend si voyez utilisation applications,,,,0.0
10634,facebook ing hahaha,,,,0.0
1711,islam pareil terrorisme,,user user user user url,,1.0
13058,bonjour nebraska vent éteint soleil brille encore plus froid froid portez manteau,,,,0.0
9946,question matinée prochaine expansion wow rêverie rêve émeraude également nerd savoir alors attends impatience pourquoi pensez,,,,0.0
1444,tema sourire negro juste fin,,url,,1.0
11151,cheveux coopèrent aujourd hui bravo manda bravo,,,,0.0
5469,3 sympa dehors tafe moment,,,,0.0
10968,merci marque accueil,,,,0.0
7129,gars famille peut être tellement hilarant manière inappropriée v erpsx8zdnx4,,,,0.0
6301,laissez faire thé chaud miel parle femme,,,,0.0
9566,tout wah types bbc2 montre montrant vient commencer 11 heures matin allez ciel éduquer enfants plus tard,,,,0.0
8981,seulement sens amie peut être besoin grotte assez grande deux,,,,0.0
2852,pourquoi gauchistes féministe lgbt pro lgbt veulent acceuillir intégrer islam toutes,,url,,1.0
5732,publier nouvelle vid rien voir perte poids sentais comme vlogging,,,,0.0
5174,nouveau peter alexander déplace toujours bien,,,,0.0
1654,bah souviens gros attardé,,user,,1.0
10783,stérilisé sûr arrêter,,,,0.0
191,attardé marque,,,,1.0
12276,merci travaillons,,,,0.0
13564,quelque chose tension tension tensionnelle qa,,,,0.0
2276,mdr jacquemus peu raciste arabes dis jdis rien,,,,1.0
1876,toujours memes arguments classique parfait petit gauchiste,,user user user url,,0.0
11978,merci dinggggggg lt 3 avoir merveilleux mardi,,,,0.0
8574,tres bien ennuyé téléphone bébé x,,,,0.0
3329,gosse pourra être attardé zoophile gros mince lunettes pleins boutons pourra joue,,user url,,0.0
8181,joyeux anniversaire bro,,,,0.0
11209,spam jazz quot pouvez avoir plus sax quot,,,,0.0
2128,écoute soir sien attardé celui takeoff celui metro collab 21savage travis scott,,user,,0.0
13057,jouera rc,,,,0.0
4929,bonjour jonathan savais tweet bonne nuit,,,,0.0
8544,stan chacard non parce veux parce seule façon accéder argent gagné,,,,0.0
1154,vien jouer sale arabe,,user,,1.0
10268,comprend tout simplement twitter,,,,0.0
13991,bonjour tweeterville attente tweets aujourd hui jour génial,,,,0.0
13502,mec cool vu retirez itérations position pire si souviens bien,,,,0.0
7913,george lopez garde réveillé tweet final jusqu lève,,,,0.0
5715,vois o là,,,,0.0
9120,pense ferais très bon optimiste,,,,0.0
9619,hmm tout fait sûr façon dont interprète dis méchant,,,,0.0
3642,peux parler nom rebeus pzux parler nom blancs,,user user,,1.0
11263,,,,,0.0
1307,sale comme juif,,user,,1.0
8549,voient anastasia passez jour merveilleux,,,,0.0
6638,omfg regardez peaux officiellement parfait,,,,0.0
5256,assis sydney écoutant père trouve salon lhr dep bord dernière aventure vacances adore connexion,,,,0.0
1947,entre colis pieges fabriques cesar sayoc ultra droite peut critiquer electorat gauchiste democrate ame,,url,,0.0
1111,dit ça faisant valoir vocabulaire gauche attardé entoure depuis tant années,,,,1.0
402,américains scotchés tv enjeu dc sociétal sexisme avortement aussi politiq,,url,,1.0
10353,samedi 18,,,,0.0
2223,euh habitude attarde écoute coup oh si ça dommage li,,url,,1.0
6649,dois être désaccord mignon jusqu regardiez,,,,0.0
8017,rabbin fou,,,,0.0
11066,machines distribuer dieux tellement déprimantes attendant petite collation triste comme salope pavlovienne bon mardi,,,,0.0
9268,avoir peu temps construire géographie songkick,,,,0.0
4052,pense rencontré premier snob quot twitter soir dommage vie continue,,,,0.0
5981,train apprendre apprendre langue signalisation base vacances liste entière o 0,,,,0.0
6085,verre lait chaud somnifères dois lire histoire lit,,,,0.0
8426,hek ouais balles vieille reeeal bonne,,,,0.0
2522,kiff rebeus,,url,,1.0
12062,edo isme classique bien sûr vois facebook personne obtient bienvenue monde,,,,0.0
4704,suppose allons faire sorte apparence invité chez alors,,,,0.0
6195,shostory ami va appuyer félicitations mélodie,,,,0.0
7400,meilleure fille mormon evur futur yesh,,,,0.0
8613,2 besties ivres tombent chambre couronnons sobriété esprits ivres frappant portes bons moments 3 heures matin,,,,0.0
4854,sortir biologie jusqu 4 heures matin,,,,0.0
3167,alberto fait cc réponse sondage vrai mongol,,,,0.0
8862,bon déjà peu inquiet,,,,0.0
3987,fuit espagne réfugiés algérie quand français arrivés so,,user url,,1.0
12997,pouvez envoyer plaît www golfsigma com pourrait être quelque chose écrire après maîtres,,,,0.0
11770,ahhh quel moyen stathe matinais garer voiture courut comme fou plate forme train 30 secondes plat ouais fait,,,,0.0
6474,oh ellen dis dr manhattan portait vêtements sachez gf a peu choqué quand vu gardiens,,,,0.0
2335,vie a ptn moustique africain bu 3 litre sang cette nuit sale chien casse,,,,1.0
617,cette purge vraiment grand importe quoi chaud être aussi attardé honte,,,,0.0
8456,oui a demandé déjà envoyé ya quelques jours,,,,0.0
3280,lu france indo compris source plus gauchiste comme journal tout jou,,user url,,0.0
13923,frange retour aujourd hui,,,,0.0
4544,partage yeheeyyy karma a augmenté,,,,0.0
5871,pense toujours twitter cercle hipster,,,,0.0
7005,nouvelle musique gavin pur bonheur 0 accord heure lit bonne nuit,,,,0.0
1554,putain plus mauvais mauvais défenseurs taclerait comme mongol 2m buts,,user,,0.0
11240,fais londres x,,,,0.0
8080,bon entendre,,,,0.0
6252,hâte voir steph,,,,0.0
3469,oh plus mongol près politique plus moins,,user user user,,0.0
4404,peut être jordan pourrait aider répondre quelques uns juste idée,,,,0.0
8111,reflète,,,,0.0
7224,dit bonjour gens 10 heures dis bonjour,,,,0.0
2715,tir negro,,,,1.0
6942,merci encore,,,,0.0
8599,partout où jour prend route vers élève mo soleil réveille,,,,0.0
4450,venir assez tôt amis grand projet travaux ça bon nouveau seulement bonnes nouvelles,,,,0.0
7793,joie surtout joie viens faire arbre généalogique seul côté famille vérifiez myspace si comme ami,,,,0.0
10065,remercie commentaires utiles avisants échange satw,,,,0.0
5186,partir aujourd hui,,,,0.0
5406,parents chris sortent ville vendredi jusqu mai savez cela signifie rachel déplace temporairement,,,,0.0
1740,manques gros a si renseigné classe mongol,anthony,url,,0.0
5437,entraîner salle gym hôtel 112 calories brûlées,,,,0.0
11634,bonne chance aujourd hui sûr allez être génial comme toujours,,,,0.0
13116,itoodles mère a 3 entre moore si rhum moore,,,,0.0
11989,hors clinique espère patiente section,,,,0.0
860,fois sud africaine a lâché africaine dégage tlmt sale parce dit être bc,,url,,1.0
4344,ahhh a adoré cette journée ensoleillée travaille bon soleil brûler nez,,,,0.0
2861,renois quand pénurie crème mixa,,url,,1.0
808,donc pose soucis attends attardé enfaite lance débat,,user user user url,,0.0
13731,assez gentil toute façon impatient recevoir poster billet pourrait encadrer section st stuff,,,,0.0
90,bon débarras laisse journal lemonde pleurer adepte islamisation africanisation conti,,url,,1.0
370,fait 15 bande attardé,,user,,0.0
11014,merci attendre rentrer travail soir raison quelconque,,,,0.0
11045,ouais pensais hollywood participait écoute green maintenant film premier ordre concerne voitures vraiment vraiment puissantes aller vite,,,,0.0
8052,voilà pensée pourquoi aller faire fille corrompue mps puis inadvertance acceptez payer argent corruption,,,,0.0
3991,va tfaire briser cœur rebeus vient faire mec après,,user,,1.0
9440,suivez savez voulez trop nouvelles importantes espérons membre bande barbu peut souffler lol ryan xoxo,,,,0.0
8519,flou chanson,,,,0.0
1245,cette technique reservée parents rebeus,,user,,1.0
1533,2 0 sacha nain jardin etait 2 doigt perdre hier si lopez fait mongol po,,user url,,1.0
6856,juste vu tweets heureux aimé post,,,,0.0
3120,rt allo alloooo gauchistes nje recois mal nallooooo nmerde ch,,user user user user,,1.0
11626,sûr élever esprit fait sourire,,,,0.0
4475,sens peu artistique temps sortir sketching sens nouvelle conception robe venir,,,,0.0
11658,plus vieille femme a 115 ans a vécu voir fois 1900 amp 2000 entre plaintes arthrite bacon non croustillant dois aimer,,,,0.0
13767,hey lolly suggère folie a beaucoup charges cool,,,,0.0
4441,cette photo vegas,,,,0.0
13848,peux voir écran laurens,,,,0.0
658,comprends pourquoi plupart gens disaient etais arabe quand streamais nce genre emissio,,user url,,0.0
12790,oh bon alors plus nuits attendre,,,,0.0
13537,pourrais peut être aider côté contenu tri pouvez envoyer courrier électronique via formulaire contact site,,,,0.0
12287,sentir peu mieux aujourd hui passé bon moment dernière nuit rocco attend dîner soir bon mardi,,,,0.0
6532,shopping shopping désespérément besoin quelques shorts espagne b,,,,0.0
